date,district,daily_cases,meantemp,humidity,wind_speed,meanpressure,population,latitude,longitude,bounding_box_km2,humidity_lag_7,meantemp_lag_7,transmission_risk_index
2018-07-07,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-08,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-09,Central Delhi,6,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-10,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-11,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-12,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-13,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-14,Central Delhi,6,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-15,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-16,Central Delhi,6,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-17,Central Delhi,14,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-18,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-19,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-20,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-21,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-22,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-23,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-24,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-25,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-26,Central Delhi,6,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-27,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-28,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-29,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-30,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-07-31,Central Delhi,13,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-01,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-02,Central Delhi,14,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-03,Central Delhi,6,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-04,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-05,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-06,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-07,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-08,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-09,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-10,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-11,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-12,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-13,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-14,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-15,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-16,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-17,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-18,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-19,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-20,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-21,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-22,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-23,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-24,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-25,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-26,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-27,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-28,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-29,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-30,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-08-31,Central Delhi,13,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-01,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-02,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-03,Central Delhi,13,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-04,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-05,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-06,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-07,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-08,Central Delhi,6,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-09,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-10,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-11,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-12,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-13,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-14,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-15,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-16,Central Delhi,13,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-17,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-18,Central Delhi,14,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-19,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-20,Central Delhi,6,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-21,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-22,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-23,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-24,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-25,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-26,Central Delhi,14,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-27,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-28,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-29,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-09-30,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-01,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-02,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-03,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-04,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-05,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-06,Central Delhi,16,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-07,Central Delhi,6,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-08,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-09,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-10,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-11,Central Delhi,15,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-12,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-13,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-14,Central Delhi,12,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-15,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-16,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-17,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-18,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-19,Central Delhi,13,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-20,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-21,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-22,Central Delhi,9,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-23,Central Delhi,7,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-24,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-25,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-26,Central Delhi,15,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-27,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-28,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-29,Central Delhi,8,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-30,Central Delhi,11,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-10-31,Central Delhi,10,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-01,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-02,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-03,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-04,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-05,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-06,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-07,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-08,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-09,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-10,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-11,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-12,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-13,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-14,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-15,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-16,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-17,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-18,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-19,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-20,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-21,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-22,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-23,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-24,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-25,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-26,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-27,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-28,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-29,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-11-30,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-01,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-02,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-03,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-04,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-05,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-06,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-07,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-08,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-09,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-10,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-11,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-12,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-13,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-14,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-15,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-16,Central Delhi,2,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-17,Central Delhi,3,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-18,Central Delhi,5,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-19,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-20,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-21,Central Delhi,1,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
2018-12-22,Central Delhi,4,28.0,65.0,,,582320,28.6471,77.2198,25.0,65.0,28.0,378.508
